company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_value,nb_points_of_observations,pillar,Industry,year,metric_value_scaled,metric_value_log,standard_metric
Citius Pharmaceuticals Inc,5001218237,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,154,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
Acumen Pharmaceuticals Inc,4296014538,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,153,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Isu Petasys Co Ltd,4295882697,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,0.29,153,S_risk,Biotechnology & Pharmaceuticals,2022,0.1159999999999999,0.2546422183735807,Drug_Safety
Isu Petasys Co Ltd,4295882697,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,153,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Isu Petasys Co Ltd,4295882697,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,153,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Drug_Safety
Isu Petasys Co Ltd,4295882697,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,153,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0,Drug_Safety
Corvus Pharmaceuticals Inc,5044197894,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,152,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Corvus Pharmaceuticals Inc,5044197894,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,152,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Werewolf Therapeutics Inc,5067952090,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,151,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Werewolf Therapeutics Inc,5067952090,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,151,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Werewolf Therapeutics Inc,5067952090,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,151,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
Werewolf Therapeutics Inc,5067952090,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,151,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Larimar Therapeutics Inc,4296190853,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,150,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Larimar Therapeutics Inc,4296190853,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,150,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
AnGes Inc,4295876807,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,150,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Merkur Privatbank KGaA,4295869733,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,149,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Aarti Drugs Ltd,4295873816,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,0.0,149,S_risk,Biotechnology & Pharmaceuticals,2024,0.0,0.0,Drug_Safety
Aarti Drugs Ltd,4295873816,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,0.0,149,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Drug_Safety
Aarti Drugs Ltd,4295873816,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,149,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Aarti Drugs Ltd,4295873816,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,149,S_risk,Biotechnology & Pharmaceuticals,2024,0.0,0.0,Drug_Safety
Aarti Drugs Ltd,4295873816,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,149,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Drug_Safety
Zhejiang Xianju Pharmaceutical Co Ltd,4297898688,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,149,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Merkur Privatbank KGaA,4295869733,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,149,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Business_Ethics
Zeria Pharmaceutical Co Ltd,4295878660,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,148,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Sana Biotechnology Inc,5067499873,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,148,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Sana Biotechnology Inc,5067499873,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,148,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Fuso Pharmaceutical Industries Ltd,4295878912,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,148,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Design Therapeutics Inc,5071512585,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,148,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Design Therapeutics Inc,5071512585,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,148,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Century Therapeutics Inc,5070761830,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Century Therapeutics Inc,5070761830,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Century Therapeutics Inc,5070761830,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
Century Therapeutics Inc,5070761830,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Savior Lifetec Corp,5034749574,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Drug_Safety
Formycon AG,5037846418,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Advanz Pharma Corp Ltd,5073343758,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Formycon AG,5037846418,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0,Business_Ethics
Advanz Pharma Corp Ltd,5073343758,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Formycon AG,5037846418,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Formycon AG,5037846418,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
Savior Lifetec Corp,5034749574,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Nuvation Bio Inc,5074742864,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Savior Lifetec Corp,5034749574,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Drug_Safety
Nuvation Bio Inc,5074742864,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
CohBar Inc,5037441109,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Suven Pharmaceuticals Ltd,5067941170,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,0.16,146,S_risk,Biotechnology & Pharmaceuticals,2023,0.064,0.1484200051182732,Drug_Safety
Arena Pharmaceuticals Inc,4295900428,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,146,S_risk,Biotechnology & Pharmaceuticals,2020,0.4,0.6931471805599453,Business_Ethics
CohBar Inc,5037441109,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
Suven Pharmaceuticals Ltd,5067941170,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,146,S_risk,Biotechnology & Pharmaceuticals,2024,0.4,0.6931471805599453,Business_Ethics
Arena Pharmaceuticals Inc,4295900428,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Drug_Safety
Suven Pharmaceuticals Ltd,5067941170,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2024,0.0,0.0,Drug_Safety
CohBar Inc,5037441109,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Arena Pharmaceuticals Inc,4295900428,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Drug_Safety
Suven Pharmaceuticals Ltd,5067941170,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,0.34,146,S_risk,Biotechnology & Pharmaceuticals,2024,0.136,0.29266961396282,Drug_Safety
Arena Pharmaceuticals Inc,4295900428,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Drug_Safety
Ouro Fino Saude Animal Participacoes SA,5043460110,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0,Drug_Safety
Nymox Pharmaceutical Corp,5052544527,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Nymox Pharmaceutical Corp,5052544527,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Synmosa Biopharma Corp,4295892235,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,145,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Ouro Fino Saude Animal Participacoes SA,5043460110,quantitative,REPORTED,Rate of total number of injuries (Total Injury Rate TIR) and fatalities in the workforce (employees and contractors) relative to 1 million hours worked.,TIRTOTAL,1.0,145,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Drug_Safety
Edgewise Therapeutics Inc,5071163582,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Humanigen Inc,4297292034,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
YungShin Global Holding Corp,5035905365,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
China Chemical & Pharmaceutical Co Ltd,4295891334,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Prometheus Biosciences Inc,5057940357,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Humanigen Inc,4297292034,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,144,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Humanigen Inc,4297292034,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,144,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
Olema Pharmaceuticals Inc,5035547611,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Olema Pharmaceuticals Inc,5035547611,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Prometheus Biosciences Inc,5057940357,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,144,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
AIM ImmunoTech Inc,4295904158,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Prometheus Biosciences Inc,5057940357,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,144,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Humanigen Inc,4297292034,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,144,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Edgewise Therapeutics Inc,5071163582,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
YungShin Global Holding Corp,5035905365,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Prometheus Biosciences Inc,5057940357,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,144,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
PhaseBio Pharmaceuticals Inc,5035400506,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Magenta Therapeutics Inc,5052528282,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
SCI Pharmtech Inc,4295892340,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
I-Mab,5055417724,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
SCI Pharmtech Inc,4295892340,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
ContraFect Corp,5001150224,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
PhaseBio Pharmaceuticals Inc,5035400506,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2019,0.4,0.6931471805599453,Business_Ethics
I-Mab,5055417724,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Magenta Therapeutics Inc,5052528282,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
I-Mab,5055417724,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Nichi-Iko Pharmaceutical Co Ltd,4295876492,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Kaleido Biosciences Inc,5051609503,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,142,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Shanghai Haohai Biological Technology Co Ltd,5037587864,quantitative,REPORTED,Number of employee fatalities resulting from operational accidents.,EMPLOYEEFATALITIES,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Drug_Safety
Shanghai Haohai Biological Technology Co Ltd,5037587864,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,142,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Caregen Co Ltd,5000740643,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Anhui Anke Biotechnology Group Co Ltd,4296976195,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
SanBio Co Ltd,5045504969,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
Caregen Co Ltd,5000740643,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Shanghai Haohai Biological Technology Co Ltd,5037587864,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,142,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Caregen Co Ltd,5000740643,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
SanBio Co Ltd,5045504969,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
SanBio Co Ltd,5045504969,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Business_Ethics
Vera Therapeutics Inc,5079115565,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,141,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453,Business_Ethics
Sinphar Pharmaceutical Co Ltd,4295892650,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,141,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Vera Therapeutics Inc,5079115565,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,141,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453,Business_Ethics
Vera Therapeutics Inc,5079115565,qualitative,REPORTED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,1.0,141,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453,Business_Ethics
Repare Therapeutics Inc,5056409976,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Business_Ethics
Repare Therapeutics Inc,5056409976,qualitative,CALCULATED,Does the company have a policy and/or processes in place to avoid bribery and corruption in all its operations?,POLICY_BRIBERYAND_CORRUPTION,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Business_Ethics
