company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,nb_points_of_observations,pillar,Industry,year,metric_value_scaled,metric_value_log
Hisamitsu Pharmaceutical Co Inc,4295877610,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,297,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Hanmi Pharm Co Ltd,5000805170,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,297,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Hanmi Pharm Co Ltd,5000805170,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,297,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
American Vanguard Corp,4295903372,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,297,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Hanmi Pharm Co Ltd,5000805170,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,297,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
American Vanguard Corp,4295903372,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,297,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Hisamitsu Pharmaceutical Co Inc,4295877610,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,297,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Hanmi Pharm Co Ltd,5000805170,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,297,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Guardant Health Inc,5041079009,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,296,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Guardant Health Inc,5041079009,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,296,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Innovent Biologics Inc,5066579901,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,296,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Guardant Health Inc,5041079009,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,296,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Guardant Health Inc,5041079009,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,296,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Innovent Biologics Inc,5066579901,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,296,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Guardant Health Inc,5041079009,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,296,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Innovent Biologics Inc,5066579901,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,296,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
MorphoSys AG,4295869785,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,296,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Seagen Inc,4295901424,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,295,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Seagen Inc,4295901424,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,295,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Seagen Inc,4295901424,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,295,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Seagen Inc,4295901424,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,295,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Nektar Therapeutics,4295906807,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,294,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Myriad Genetics Inc,4295907228,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Nektar Therapeutics,4295906807,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,294,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Nektar Therapeutics,4295906807,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Myriad Genetics Inc,4295907228,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Myriad Genetics Inc,4295907228,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Myriad Genetics Inc,4295907228,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,294,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Humanwell Healthcare Group Co Ltd,4295865648,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Nektar Therapeutics,4295906807,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Humanwell Healthcare Group Co Ltd,4295865648,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Nektar Therapeutics,4295906807,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,294,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Humanwell Healthcare Group Co Ltd,4295865648,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Humanwell Healthcare Group Co Ltd,4295865648,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Humanwell Healthcare Group Co Ltd,4295865648,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,294,S_risk,Biotechnology & Pharmaceuticals,2023,0.0,0.0
Myriad Genetics Inc,4295907228,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,294,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Avid Bioservices Inc,4295915112,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,293,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Avid Bioservices Inc,4295915112,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,293,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Avid Bioservices Inc,4295915112,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,293,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Theravance Biopharma Inc,5040202678,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,292,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Theravance Biopharma Inc,5040202678,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,292,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Veru Inc,4295906439,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,292,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Theravance Biopharma Inc,5040202678,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,292,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Knight Therapeutics Inc,5046438291,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,292,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Veru Inc,4295906439,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,292,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Knight Therapeutics Inc,5046438291,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,292,S_risk,Biotechnology & Pharmaceuticals,2020,0.4,0.6931471805599453
Theravance Biopharma Inc,5040202678,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,292,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Veru Inc,4295906439,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,292,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Veru Inc,4295906439,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,292,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Sosei Group Corp,4295880658,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,291,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Yuhan Corp,4295881557,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,291,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Yuhan Corp,4295881557,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,291,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Sosei Group Corp,4295880658,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,291,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Biogaia AB,4295890085,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,291,S_risk,Biotechnology & Pharmaceuticals,2020,0.4,0.6931471805599453
Biogaia AB,4295890085,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,291,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Sosei Group Corp,4295880658,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,291,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Yuhan Corp,4295881557,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,291,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Sosei Group Corp,4295880658,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,291,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Oxford Biomedica PLC,4295895244,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Accelerate Diagnostics Inc,5038034917,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Pharmaron Beijing Co Ltd,5042948573,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Oxford Biomedica PLC,4295895244,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Huadong Medicine Co Ltd,4295864428,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Oxford Biomedica PLC,4295895244,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Accelerate Diagnostics Inc,5038034917,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Huadong Medicine Co Ltd,4295864428,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Huadong Medicine Co Ltd,4295864428,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Oxford Biomedica PLC,4295895244,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Huadong Medicine Co Ltd,4295864428,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Pharmaron Beijing Co Ltd,5042948573,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2019,0.4,0.6931471805599453
Oxford Biomedica PLC,4295895244,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Accelerate Diagnostics Inc,5038034917,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,290,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Pharmaron Beijing Co Ltd,5042948573,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Huadong Medicine Co Ltd,4295864428,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Accelerate Diagnostics Inc,5038034917,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,290,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Ironwood Pharmaceuticals Inc,4295940206,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,289,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Ironwood Pharmaceuticals Inc,4295940206,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,289,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Moderna Inc,5066596648,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,289,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Coherus BioSciences Inc,5037455589,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,289,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Coherus BioSciences Inc,5037455589,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,289,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Ironwood Pharmaceuticals Inc,4295940206,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,289,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Coherus BioSciences Inc,5037455589,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,289,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Moderna Inc,5066596648,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,289,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Moderna Inc,5066596648,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,289,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Ironwood Pharmaceuticals Inc,4295940206,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,289,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Coherus BioSciences Inc,5037455589,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,289,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Ironwood Pharmaceuticals Inc,4295940206,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,289,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Moderna Inc,5066596648,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,289,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Moderna Inc,5066596648,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,289,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Natural Grocers By Vitamin Cottage Inc,5037624117,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,288,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
SIGA Technologies Inc,4295914936,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,288,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
SIGA Technologies Inc,4295914936,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,288,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Natural Grocers By Vitamin Cottage Inc,5037624117,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,288,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
SIGA Technologies Inc,4295914936,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,288,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Natural Grocers By Vitamin Cottage Inc,5037624117,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,288,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Natural Grocers By Vitamin Cottage Inc,5037624117,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,288,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Pharma Mar SA,5000066579,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,288,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Jiangsu Hengrui Pharmaceuticals Co Ltd,4295864294,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,286,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Jiangsu Hengrui Pharmaceuticals Co Ltd,4295864294,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,286,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Jiangsu Hengrui Pharmaceuticals Co Ltd,4295864294,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,286,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Krka dd Novo Mesto,4295888307,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,286,S_risk,Biotechnology & Pharmaceuticals,2020,0.4,0.6931471805599453
Jiangsu Hengrui Pharmaceuticals Co Ltd,4295864294,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,286,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Arvinas Inc,5046736907,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Travere Therapeutics Inc,4296438961,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,285,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Catalyst Pharmaceuticals Inc,4295902234,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Lineage Cell Therapeutics Inc,4295903583,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Catalyst Pharmaceuticals Inc,4295902234,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,285,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
PTC Therapeutics Inc,4296025423,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Catalyst Pharmaceuticals Inc,4295902234,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Arvinas Inc,5046736907,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,285,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Travere Therapeutics Inc,4296438961,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Lineage Cell Therapeutics Inc,4295903583,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,285,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Lineage Cell Therapeutics Inc,4295903583,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,285,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Travere Therapeutics Inc,4296438961,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Arvinas Inc,5046736907,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,285,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Catalyst Pharmaceuticals Inc,4295902234,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
PTC Therapeutics Inc,4296025423,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,285,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Jazz Pharmaceuticals PLC,4297329846,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,284,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Jazz Pharmaceuticals PLC,4297329846,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,284,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Jazz Pharmaceuticals PLC,4297329846,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,284,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Jazz Pharmaceuticals PLC,4297329846,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,284,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Vaxart Inc,4295907233,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,283,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
